,id,link,title,month,year,tag,lang,shit,dirty,cleared_title,equals_persian_links,equals_persian_links_counts
4761,4761,https://www.bbc.com/persian/tvandradio/2013/03/130314_ptv_norouz_promo,130314_ptv_norouz_promo,03,2013,tvandradio,persian,ptv,ptv,ptv_norouz_promo,['https://www.bbc.com/persian/tvandradio/2013/03/130314_ptv_norouz_promo#TWEET666547'],1
4765,4765,https://www.bbc.com/persian/arts/2013/03/130314_iranian_pop_dushanbe,130314_iranian_pop_dushanbe,03,2013,arts,persian,iranian,iranian,iranian_pop_dushanbe,['https://www.bbc.com/persian/arts/2013/03/130314_iranian_pop_dushanbe#TWEET663810'],1
4767,4767,https://www.bbc.com/tajik/news/2013/03/130315_rm_obama_iran_israel.shtml,130315_rm_obama_iran_israel,03,2013,news,tajik,rm,rm,obama_iran_israel,['https://www.bbc.com/persian/iran/2013/03/130314_u10_obama_iran_israel#TWEET663506'],1
4773,4773,https://www.bbc.com/tajik/news/2013/03/130314_rm_russia_uk_syria.shtml,130314_rm_russia_uk_syria,03,2013,news,tajik,rm,rm,russia_uk_syria,['https://www.bbc.com/persian/world/2013/03/130313_u02_russia_uk_syria#TWEET661505'],1
4775,4775,https://www.bbc.com/tajik/news/2013/03/130313_ea_pope_election_4th_vote.shtml,130313_ea_pope_election_4th_vote,03,2013,news,tajik,ea,ea,pope_election_4th_vote,['https://www.bbc.com/persian/world/2013/03/130313_l10_pope_election_4th_vote#TWEET661173'],1
4780,4780,https://www.bbc.com/persian/tv/2011/04/000001_ptv_hardtalk,000001_ptv_hardtalk,04,2011,tv,persian,ptv,ptv,ptv_hardtalk,"['https://www.bbc.com/persian/tv/2011/04/000001_ptv_hardtalk', 'https://www.bbc.com/persian/arts/2010/09/100917_u03_ptv_hardtalk_izziddin_hosseini']",2
4781,4781,https://www.bbc.com/tajik/news/2013/03/130313_rm_pope_not_elected.shtml,130313_rm_pope_not_elected,03,2013,news,tajik,rm,rm,pope_not_elected,"['https://www.bbc.com/persian/world/2013/03/130312_l39_pope_not_elected#TWEET659390', 'https://www.bbc.com/persian/world/2013/03/130312_l39_pope_not_elected#TWEET658738']",2
4782,4782,https://www.bbc.com/tajik/news/2013/03/130312_l16_nm_nuclear_iran_us.shtml,130312_l16_nm_nuclear_iran_us,03,2013,news,tajik,l16,l16,nm_nuclear_iran_us,['https://www.bbc.com/persian/iran/2013/03/130312_nm_nuclear_iran_us#TWEET658241'],1
4783,4783,https://www.bbc.com/tajik/news/2013/03/130312_l16_l57_eu_iran_sanction_humanrights.shtml,130312_l16_l57_eu_iran_sanction_humanrights,03,2013,news,tajik,l16,l16,eu_iran_sanction_humanrights,"['https://www.bbc.com/persian/iran/2013/03/130312_l57_eu_iran_sanction_humanrights#TWEET657597', 'https://www.bbc.com/persian/iran/2013/03/130312_l57_eu_iran_sanction_humanrights']",2
4785,4785,https://www.bbc.com/tajik/news/2013/03/130312_rm_nato-helicopter-crash.shtml,130312_rm_nato-helicopter-crash,03,2013,news,tajik,rm,rm,nato-helicopter-crash,['https://www.bbc.com/persian/afghanistan/2011/08/110806_k02-afg-nato-helicopter-crash'],1
4788,4788,https://www.bbc.com/tajik/news/2013/03/130312_rm_falkland_uk_vote.shtml,130312_rm_falkland_uk_vote,03,2013,news,tajik,rm,rm,falkland_uk_vote,['https://www.bbc.com/persian/world/2013/03/130311_u10_falkland_uk_vote#TWEET656535'],1
4789,4789,https://www.bbc.com/tajik/news/2013/03/130312_rm_un_gaza_strike.shtml,130312_rm_un_gaza_strike,03,2013,news,tajik,rm,rm,un_gaza_strike,['https://www.bbc.com/persian/world/2013/03/130311_u10_un_gaza_strike#TWEET656489'],1
4794,4794,https://www.bbc.com/tajik/news/2013/03/130311_l16_l31_iran_pakistan_pipeline_gas.shtml,130311_l16_l31_iran_pakistan_pipeline_gas,03,2013,news,tajik,l16,l16,iran_pakistan_pipeline_gas,['https://www.bbc.com/persian/iran/2013/03/130311_l31_iran_pakistan_pipeline_gas#TWEET655336'],1
4798,4798,https://www.bbc.com/tajik/news/2013/03/130311_l16_mar_isaf_blue_on_green.shtml,130311_l16_mar_isaf_blue_on_green,03,2013,news,tajik,l16,l16,mar_isaf_blue_on_green,['https://www.bbc.com/persian/afghanistan/2013/03/130311_mar_isaf_blue_on_green#TWEET655124'],1
4806,4806,https://www.bbc.com/tajik/news/2013/03/130310_l16_l31_pakistan_muslim_christian.shtml,130310_l16_l31_pakistan_muslim_christian,03,2013,news,tajik,l16,l16,pakistan_muslim_christian,['https://www.bbc.com/persian/world/2013/03/130310_l31_pakistan_muslim_christian#TWEET653706'],1
4812,4812,https://www.bbc.com/tajik/news/2013/03/130308_sq_u06_north_korea_end_peace_pact.shtml,130308_sq_u06_north_korea_end_peace_pact,03,2013,news,tajik,sq,sq,north_korea_end_peace_pact,['https://www.bbc.com/persian/world/2013/03/130307_u06_north_korea_end_peace_pact#TWEET649604'],1
4815,4815,https://www.bbc.com/tajik/news/2013/03/130307_l16_mgh_berlusconi_convicted_wiretap.shtml,130307_l16_mgh_berlusconi_convicted_wiretap,03,2013,news,tajik,l16,l16,mgh_berlusconi_convicted_wiretap,"['https://www.bbc.com/persian/world/2013/03/130307_mgh_berlusconi_convicted_wiretap#TWEET648485', 'https://www.bbc.com/persian/world/2013/03/130307_mgh_berlusconi_convicted_wiretap#TWEET648484']",2
4824,4824,https://www.bbc.com/tajik/news/2013/03/130306_rm_chavez_reax.shtml,130306_rm_chavez_reax,03,2013,news,tajik,rm,rm,chavez_reax,['https://www.bbc.com/persian/world/2013/03/130306_l03_chavez_reax#TWEET645673'],1
4827,4827,https://www.bbc.com/tajik/news/2013/03/130306_rm_hagel_barak.shtml,130306_rm_hagel_barak,03,2013,news,tajik,rm,rm,hagel_barak,['https://www.bbc.com/persian/world/2013/03/130306_u14_hagel_barak#TWEET644985'],1
4828,4828,https://www.bbc.com/tajik/news/2013/03/130305_ea_hugo_chavez_death.shtml,130305_ea_hugo_chavez_death,03,2013,news,tajik,ea,ea,hugo_chavez_death,['https://www.bbc.com/persian/world/2013/03/130305_hugo_chavez_death#TWEET644620'],1
4830,4830,https://www.bbc.com/tajik/news/2013/03/130305_l16_me_raqqa_fall.shtml,130305_l16_me_raqqa_fall,03,2013,news,tajik,l16,l16,me_raqqa_fall,['https://www.bbc.com/persian/world/2013/03/130305_me_raqqa_fall#TWEET643818'],1
4838,4838,https://www.bbc.com/tajik/news/2013/03/130304_l16_l39_journalists_moslehi_intelligence.shtml,130304_l16_l39_journalists_moslehi_intelligence,03,2013,news,tajik,l16,l16,journalists_moslehi_intelligence,['https://www.bbc.com/persian/iran/2013/03/130304_l39_journalists_moslehi_intelligence#TWEET641671'],1
4839,4839,https://www.bbc.com/tajik/news/2013/03/130304_l16_l31_uae_trail_coup_plot.shtml,130304_l16_l31_uae_trail_coup_plot,03,2013,news,tajik,l16,l16,uae_trail_coup_plot,['https://www.bbc.com/persian/world/2013/03/130304_l31_uae_trail_coup_plot#TWEET641196'],1
4842,4842,https://www.bbc.com/tajik/news/2013/03/130304_rm_iaea_head_iran.shtml,130304_rm_iaea_head_iran,03,2013,news,tajik,rm,rm,iaea_head_iran,['https://www.bbc.com/persian/iran/2013/03/130304_l45_iaea_head_iran_comment#TWEET640811'],1
4844,4844,https://www.bbc.com/tajik/news/2013/03/130304_rm_khatam_commander_change.shtml,130304_rm_khatam_commander_change,03,2013,news,tajik,rm,rm,khatam_commander_change,['https://www.bbc.com/persian/iran/2013/03/130304_l45_khatam_commander_change#TWEET640451'],1
4846,4846,https://www.bbc.com/tajik/news/2013/03/130304_rm_rln_cardinal_pope_election.shtml,130304_rm_rln_cardinal_pope_election,03,2013,news,tajik,rm,rm,cardinal_pope_election,['https://www.bbc.com/persian/world/2013/03/130304_l45_cardinal_pope_election#TWEET640313'],1
4848,4848,https://www.bbc.com/persian/world/2013/03/130302_tajikestan_autistic_children,130302_tajikestan_autistic_children,03,2013,world,persian,tajikestan,tajikestan,tajikestan_autistic_children,['https://www.bbc.com/persian/world/2013/03/130302_tajikestan_autistic_children#TWEET637699'],1
4850,4850,https://www.bbc.com/tajik/news/2013/03/130303_l16_em-switzerland-referendum.shtml,130303_l16_em-switzerland-referendum,03,2013,news,tajik,l16,l16,em-switzerland-referendum,['https://www.bbc.com/persian/world/2014/11/141130_em-switzerland-referendum'],1
4855,4855,https://www.bbc.com/tajik/news/2013/03/130302_ea_languages_satar_afghanistan.shtml,130302_ea_languages_satar_afghanistan,03,2013,news,tajik,ea,ea,languages_satar_afghanistan,['https://www.bbc.com/persian/afghanistan/2013/03/130227_zs_languages_satar_afghanistan#TWEET637251'],1
4856,4856,https://www.bbc.com/tajik/news/2013/03/130302_ea_salehi_iran_us_talks_nuclear.shtml,130302_ea_salehi_iran_us_talks_nuclear,03,2013,news,tajik,ea,ea,salehi_iran_us_talks_nuclear,['https://www.bbc.com/persian/iran/2013/03/130302_mgh_salehi_iran_us_talks_nuclear#TWEET637266'],1
4859,4859,https://www.bbc.com/tajik/news/2013/03/130301_rm_karzai_special_force.shtml,130301_rm_karzai_special_force,03,2013,news,tajik,rm,rm,karzai_special_force,['https://www.bbc.com/persian/afghanistan/2013/03/130301_k05_karzai_special_force#TWEET635046'],1
4865,4865,https://www.bbc.com/tajik/news/2013/02/130228_rm_pics_pope_last_audience.shtml,130228_rm_pics_pope_last_audience,02,2013,news,tajik,rm,rm,pics_pope_last_audience,['https://www.bbc.com/persian/world/2013/02/130227_l93_pics_pope_last_audience#TWEET630729'],1
4867,4867,https://www.bbc.com/tajik/news/2013/02/130228_rm_syria_us_aid.shtml,130228_rm_syria_us_aid,02,2013,news,tajik,rm,rm,syria_us_aid,['https://www.bbc.com/persian/world/2012/09/120929_l31_syria_us_aid_aleppo#TWEET245066'],1
4868,4868,https://www.bbc.com/tajik/news/2013/02/130228_rm_pope_last_audience.shtml,130228_rm_pope_last_audience,02,2013,news,tajik,rm,rm,pope_last_audience,['https://www.bbc.com/persian/world/2013/02/130227_l93_pics_pope_last_audience#TWEET630729'],1
4876,4876,https://www.bbc.com/tajik/news/2013/02/130227_rm_homeless_awarded.shtml,130227_rm_homeless_awarded,02,2013,news,tajik,rm,rm,homeless_awarded,['https://www.bbc.com/persian/world/2013/02/130226_u02_homeless_awarded#TWEET629024'],1
4880,4880,https://www.bbc.com/tajik/news/2013/02/130227_rm_hagel_confirm_senate.shtml,130227_rm_hagel_confirm_senate,02,2013,news,tajik,rm,rm,hagel_confirm_senate,['https://www.bbc.com/persian/world/2013/02/130226_u07_hagel_confirm_senate#TWEET628967'],1
4887,4887,https://www.bbc.com/tajik/news/2013/02/130225_l16_l23_nuclear_talk_almaty_pfiveplusone_jalili.shtml,130225_l16_l23_nuclear_talk_almaty_pfiveplusone_jalili,02,2013,news,tajik,l16,l16,nuclear_talk_almaty_pfiveplusone_jalili,['https://www.bbc.com/persian/iran/2013/02/130225_l23_nuclear_talk_almaty_pfiveplusone_jalili#TWEET625096'],1
4902,4902,https://www.bbc.com/tajik/news/2013/02/130224_l16_l31_palestinian_hunger_strike.shtml,130224_l16_l31_palestinian_hunger_strike,02,2013,news,tajik,l16,l16,palestinian_hunger_strike,"['https://www.bbc.com/persian/world/2013/02/130224_l31_palestinian_hunger_strike#TWEET622934', 'https://www.bbc.com/persian/rolling_news/2012/02/120219_u02_rln_palestinian_hunger_strike']",2
4903,4903,https://www.bbc.com/tajik/news/2013/02/130224_l16_k02-nangarhar-suicide-attack.shtml,130224_l16_k02-nangarhar-suicide-attack,02,2013,news,tajik,l16,l16,k02-nangarhar-suicide-attack,['https://www.bbc.com/persian/afghanistan/2013/02/130224_k02-nangarhar-suicide-attack#TWEET622643'],1
4904,4904,https://www.bbc.com/tajik/news/2013/02/130223_zm_military_parade.shtml,130223_zm_military_parade,02,2013,news,tajik,zm,zm,military_parade,['https://www.bbc.com/persian/iran/2010/09/100922_l10_military_parade_photo_gallery'],1
4910,4910,https://www.bbc.com/tajik/news/2013/02/130222_rm_iran_iaea_report.shtml,130222_rm_iran_iaea_report,02,2013,news,tajik,rm,rm,iran_iaea_report,['https://www.bbc.com/persian/iran/2013/02/130221_u14_iran_iaea_report#TWEET618552'],1
4912,4912,https://www.bbc.com/tajik/news/2013/02/130221_l16_me_botha_charges_pistorius.shtml,130221_l16_me_botha_charges_pistorius,02,2013,news,tajik,l16,l16,me_botha_charges_pistorius,['https://www.bbc.com/persian/world/2013/02/130221_me_botha_charges_pistorius#TWEET618039'],1
4913,4913,https://www.bbc.com/tajik/news/2013/02/130221_rm_rln_japan_hanged.shtml,130221_rm_rln_japan_hanged,02,2013,news,tajik,rm,rm,japan_hanged,['https://www.bbc.com/persian/world/2013/02/130221_an_japan_hanged#TWEET616825'],1
4916,4916,https://www.bbc.com/tajik/news/2013/02/130221_rm_nigeria_iran_terrorist_group.shtml,130221_rm_nigeria_iran_terrorist_group,02,2013,news,tajik,rm,rm,nigeria_iran_terrorist_group,['https://www.bbc.com/persian/iran/2013/02/130220_u06_nigeria_iran_terrorist_group#TWEET616369'],1
4918,4918,https://www.bbc.com/tajik/news/2013/02/130220_l16_an_greece_strike.shtml,130220_l16_an_greece_strike,02,2013,news,tajik,l16,l16,an_greece_strike,"['https://www.bbc.com/persian/world/2013/05/130501_an_greece_strike#TWEET740692', 'https://www.bbc.com/persian/business/2013/02/130220_an_greece_strike#TWEET615059']",2
4919,4919,https://www.bbc.com/tajik/news/2013/02/130220_l16_an_russia_corruption.shtml,130220_l16_an_russia_corruption,02,2013,news,tajik,l16,l16,an_russia_corruption,['https://www.bbc.com/persian/world/2013/02/130220_an_russia_corruption#TWEET614784'],1
4920,4920,https://www.bbc.com/tajik/news/2013/02/130220_rm_bulgaria_resign_austerity.shtml,130220_rm_bulgaria_resign_austerity,02,2013,news,tajik,rm,rm,bulgaria_resign_austerity,['https://www.bbc.com/persian/world/2013/02/130220_l45_bulgaria_resign_austerity#TWEET614431'],1
4921,4921,https://www.bbc.com/tajik/news/2013/02/130220_ea_bakhtiyar_sattari_health.shtml,130220_ea_bakhtiyar_sattari_health,02,2013,news,tajik,ea,ea,bakhtiyar_sattari_health,['https://www.bbc.com/persian/world/2013/02/130220_rm_ea_bakhtiyar_sattari_health#TWEET615044'],1
4923,4923,https://www.bbc.com/tajik/news/2013/02/130220_rm_john_allen_retired.shtml,130220_rm_john_allen_retired,02,2013,news,tajik,rm,rm,john_allen_retired,['https://www.bbc.com/persian/world/2013/02/130219_u02_john_allen_retired#TWEET613743'],1
4926,4926,https://www.bbc.com/tajik/news/2013/02/130219_l16_l31_syria_russia_plane_aids.shtml,130219_l16_l31_syria_russia_plane_aids,02,2013,news,tajik,l16,l16,syria_russia_plane_aids,['https://www.bbc.com/persian/world/2013/02/130219_l31_syria_russia_plane_aids#TWEET612673'],1
4927,4927,https://www.bbc.com/tajik/news/2013/02/130219_l16_l31_turkey_marxist_arrested.shtml,130219_l16_l31_turkey_marxist_arrested,02,2013,news,tajik,l16,l16,turkey_marxist_arrested,['https://www.bbc.com/persian/world/2013/02/130219_l31_turkey_marxist_arrested#TWEET612544'],1
4928,4928,https://www.bbc.com/tajik/news/2013/02/130219_l16_l31_pakistan_quetta-bombing.shtml,130219_l16_l31_pakistan_quetta-bombing,02,2013,news,tajik,l16,l16,pakistan_quetta-bombing,['https://www.bbc.com/persian/world/2013/02/130219_l31_pakistan_quetta-bombing#TWEET612212'],1
4930,4930,https://www.bbc.com/tajik/news/2013/02/130219_l16_l45_iran_china_protest.shtml,130219_l16_l45_iran_china_protest,02,2013,news,tajik,l16,l16,iran_china_protest,['https://www.bbc.com/persian/iran/2013/02/130219_l45_iran_china_protest#TWEET611936'],1
4931,4931,https://www.bbc.com/tajik/news/2013/02/130219_l16_l31_china_hacker_us.shtml,130219_l16_l31_china_hacker_us,02,2013,news,tajik,l16,l16,china_hacker_us,['https://www.bbc.com/persian/world/2013/02/130219_l31_china_hacker_us#TWEET611837'],1
4934,4934,https://www.bbc.com/tajik/news/2013/02/130219_rm_rln_afghan_civilian_casualties.shtml,130219_rm_rln_afghan_civilian_casualties,02,2013,news,tajik,rm,rm,afghan_civilian_casualties,['https://www.bbc.com/persian/afghanistan/2013/02/130219_l45_afghan_civilian_casualties#TWEET611586'],1
4937,4937,https://www.bbc.com/tajik/news/2013/02/130219_rm_karzai-nato-air-attakcs.shtml,130219_rm_karzai-nato-air-attakcs,02,2013,news,tajik,rm,rm,karzai-nato-air-attakcs,['https://www.bbc.com/persian/afghanistan/2013/02/130219_k02-karzai-nato-air-attakcs#TWEET611435'],1
4949,4949,https://www.bbc.com/tajik/news/2013/02/130217_l16_l57_embezzlement_verdict_execution.shtml,130217_l16_l57_embezzlement_verdict_execution,02,2013,news,tajik,l16,l16,embezzlement_verdict_execution,['https://www.bbc.com/persian/iran/2013/02/130217_l57_embezzlement_verdict_execution#TWEET608985'],1
4950,4950,https://www.bbc.com/tajik/news/2013/02/130217_l16_l31_israel_lieberman_trial.shtml,130217_l16_l31_israel_lieberman_trial,02,2013,news,tajik,l16,l16,israel_lieberman_trial,['https://www.bbc.com/persian/world/2013/02/130217_l31_israel_lieberman_trial#TWEET608969'],1
4951,4951,https://www.bbc.com/tajik/news/2013/02/130217_l16_l31_syria_brahimi_opposition.shtml,130217_l16_l31_syria_brahimi_opposition,02,2013,news,tajik,l16,l16,syria_brahimi_opposition,['https://www.bbc.com/persian/world/2013/02/130217_l31_syria_brahimi_opposition#TWEET608873'],1
4953,4953,https://www.bbc.com/tajik/news/2013/02/130217_l16_k02-nato-air-strike.shtml,130217_l16_k02-nato-air-strike,02,2013,news,tajik,l16,l16,k02-nato-air-strike,['https://www.bbc.com/persian/afghanistan/2013/02/130217_k02-nato-air-strike#TWEET608676'],1
4955,4955,https://www.bbc.com/tajik/news/2013/02/130216_ea_nudity_free_speech.shtml,130216_ea_nudity_free_speech,02,2013,news,tajik,ea,ea,nudity_free_speech,['https://www.bbc.com/persian/world/2013/02/130203_mgh_magazine_public_nudity_free_speech#TWEET607233'],1
4960,4960,https://www.bbc.com/tajik/news/2013/02/130215_rm_yemen_somalia_iran_weapons.shtml,130215_rm_yemen_somalia_iran_weapons,02,2013,news,tajik,rm,rm,yemen_somalia_iran_weapons,['https://www.bbc.com/persian/iran/2013/02/130215_l03_yemen_somalia_iran_weapons#TWEET604538'],1
4962,4962,https://www.bbc.com/tajik/news/2013/02/130215_-russian-soldier-afghan-war.shtml,130215_-russian-soldier-afghan-war,02,2013,news,tajik,-russian-soldier-afghan-war,-russian-soldier-afghan-war,-russian-soldier-afghan-war,['https://www.bbc.com/persian/afghanistan/2013/02/130214_k03-russian-soldier-afghan-war#TWEET603524'],1
4963,4963,https://www.bbc.com/tajik/news/2013/02/130214_l16_an_bahrain_protests_teen_shot.shtml,130214_l16_an_bahrain_protests_teen_shot,02,2013,news,tajik,l16,l16,an_bahrain_protests_teen_shot,['https://www.bbc.com/persian/world/2013/02/130214_an_bahrain_protests_teen_shot#TWEET602333'],1
4966,4966,https://www.bbc.com/tajik/news/2013/02/130214_rm_peru_temple.shtml,130214_rm_peru_temple,02,2013,news,tajik,rm,rm,peru_temple,['https://www.bbc.com/persian/world/2013/02/130213_an_peru_temple#TWEET601245'],1
4973,4973,https://www.bbc.com/tajik/news/2013/02/130213_l16_saudi_child_abuse_law.shtml,130213_l16_saudi_child_abuse_law,02,2013,news,tajik,l16,l16,saudi_child_abuse_law,['https://www.bbc.com/persian/world/2013/02/130213_an_saudi_child_abuse_law#TWEET600290'],1
4980,4980,https://www.bbc.com/tajik/news/2013/02/130212_l16_l56_wrestling_drop_olympics_2020.shtml,130212_l16_l56_wrestling_drop_olympics_2020,02,2013,news,tajik,l16,l16,wrestling_drop_olympics_2020,['https://www.bbc.com/persian/sport/2013/02/130212_l56_wrestling_drop_olympics_2020#TWEET598129'],1
4981,4981,https://www.bbc.com/tajik/news/2013/02/130212_l16_l03_nuc_iran_agency.shtml,130212_l16_l03_nuc_iran_agency,02,2013,news,tajik,l16,l16,nuc_iran_agency,['https://www.bbc.com/persian/iran/2013/02/130212_l03_nuc_iran_agency#TWEET598141'],1
4989,4989,https://www.bbc.com/tajik/news/2013/02/130211_l16_l31_pope_resign.shtml,130211_l16_l31_pope_resign,02,2013,news,tajik,l16,l16,pope_resign,['https://www.bbc.com/persian/world/2013/02/130211_l31_pope_resign#TWEET596501'],1
4990,4990,https://www.bbc.com/tajik/news/2013/02/130211_rm_rln_egypt_protests_anniversary.shtml,130211_rm_rln_egypt_protests_anniversary,02,2013,news,tajik,rm,rm,egypt_protests_anniversary,['https://www.bbc.com/persian/world/2013/02/130211_l31_egypt_protests_anniversary#TWEET596321'],1
4991,4991,https://www.bbc.com/tajik/news/2013/02/130211_rm_mossavi_doughters_arrested.shtml,130211_rm_mossavi_doughters_arrested,02,2013,news,tajik,rm,rm,mossavi_doughters_arrested,['https://www.bbc.com/persian/iran/2013/02/130211_nm_mossavi_doughters_arrested#TWEET596184'],1
4996,4996,https://www.bbc.com/tajik/news/2013/02/130211_mm_rln_irpt.shtml,130211_mm_rln_irpt,02,2013,news,tajik,mm,mm,irpt,['https://www.bbc.com/persian/world/2014/04/140430_rm_mm_police_irpt'],1
4997,4997,https://www.bbc.com/tajik/news/2013/02/130211_rm_mali_attacks.shtml,130211_rm_mali_attacks,02,2013,news,tajik,rm,rm,mali_attacks,['https://www.bbc.com/persian/world/2013/04/130414_l31_somali_attacks#TWEET723416'],1
4999,4999,https://www.bbc.com/tajik/news/2013/02/130210_l16_l31_tunisia_ministers_resign.shtml,130210_l16_l31_tunisia_ministers_resign,02,2013,news,tajik,l16,l16,tunisia_ministers_resign,['https://www.bbc.com/persian/world/2013/02/130210_l31_tunisia_ministers_resign#TWEET595188'],1
5001,5001,https://www.bbc.com/tajik/news/2013/02/130210_l16_k02-nato-new-comander.shtml,130210_l16_k02-nato-new-comander,02,2013,news,tajik,l16,l16,k02-nato-new-comander,['https://www.bbc.com/persian/afghanistan/2013/02/130210_k02-nato-new-comander#TWEET594978'],1
5002,5002,https://www.bbc.com/tajik/news/2013/02/130210_l16_l31_pakistan_swiss_zardari.shtml,130210_l16_l31_pakistan_swiss_zardari,02,2013,news,tajik,l16,l16,pakistan_swiss_zardari,['https://www.bbc.com/persian/world/2013/02/130210_l31_pakistan_swiss_zardari#TWEET594901'],1
5003,5003,https://www.bbc.com/tajik/news/2013/02/130210_l16_l57_larijani_22bahman.shtml,130210_l16_l57_larijani_22bahman,02,2013,news,tajik,l16,l16,larijani_22bahman,['https://www.bbc.com/persian/iran/2013/02/130210_l57_larijani_22bahman#TWEET594770'],1
5011,5011,https://www.bbc.com/tajik/news/2013/02/130208_rm_ahmadi_attack.shtml,130208_rm_ahmadi_attack,02,2013,news,tajik,rm,rm,ahmadi_attack,['https://www.bbc.com/persian/world/2013/02/130207_u14_ahmadi_attack#TWEET590942'],1
5015,5015,https://www.bbc.com/tajik/news/2013/02/130207_l16_zs_afghanistan_corruption.shtml,130207_l16_zs_afghanistan_corruption,02,2013,news,tajik,l16,l16,zs_afghanistan_corruption,['https://www.bbc.com/persian/afghanistan/2013/02/130206_zs_afghanistan_corruption#TWEET589435'],1
5018,5018,https://www.bbc.com/tajik/news/2013/02/130207_rm_rln_saderat_bank_eu_lifted_sanctions.shtml,130207_rm_rln_saderat_bank_eu_lifted_sanctions,02,2013,news,tajik,rm,rm,saderat_bank_eu_lifted_sanctions,['https://www.bbc.com/persian/iran/2013/02/130206_l10_saderat_bank_eu_lifted_sanctions#TWEET587869'],1
5023,5023,https://www.bbc.com/tajik/news/2013/02/130206_l16_em-tunisia-belaid.shtml,130206_l16_em-tunisia-belaid,02,2013,news,tajik,l16,l16,em-tunisia-belaid,['https://www.bbc.com/persian/world/2013/02/130206_em-tunisia-belaid#TWEET587382'],1
5027,5027,https://www.bbc.com/tajik/news/2013/02/130206_rm_rln_azavi_released.shtml,130206_rm_rln_azavi_released,02,2013,news,tajik,rm,rm,azavi_released,['https://www.bbc.com/persian/iran/2013/02/130206_l03_mortazavi_released#TWEET586303'],1
5031,5031,https://www.bbc.com/tajik/news/2013/02/130206_rm_drone_memo.shtml,130206_rm_drone_memo,02,2013,news,tajik,rm,rm,drone_memo,['https://www.bbc.com/persian/afghanistan/2013/02/130205_u14_drone_memo#TWEET585726'],1
5039,5039,https://www.bbc.com/tajik/news/2013/02/130205_rm_ahmadinejad_mortazavi_larijani.shtml,130205_rm_ahmadinejad_mortazavi_larijani,02,2013,news,tajik,rm,rm,ahmadinejad_mortazavi_larijani,"['https://www.bbc.com/persian/iran/2013/02/130205_l03_ahmadinejad_mortazavi_larijani#TWEET584378', 'https://www.bbc.com/persian/iran/2013/02/130205_l03_ahmadinejad_mortazavi_larijani#TWEET583377']",2
5043,5043,https://www.bbc.com/tajik/news/2013/02/130204_l16_zs_karzai_zardari_london.shtml,130204_l16_zs_karzai_zardari_london,02,2013,news,tajik,l16,l16,zs_karzai_zardari_london,"['https://www.bbc.com/persian/afghanistan/2013/02/130204_zs_karzai_zardari_london#TWEET581822', 'https://www.bbc.com/persian/afghanistan/2013/02/130204_zs_karzai_zardari_london#TWEET581738']",2
5044,5044,https://www.bbc.com/tajik/news/2013/02/130204_l16_nm_ahmadinejad_astronaut.shtml,130204_l16_nm_ahmadinejad_astronaut,02,2013,news,tajik,l16,l16,nm_ahmadinejad_astronaut,['https://www.bbc.com/persian/iran/2013/02/130204_nm_ahmadinejad_astronaut#TWEET581241'],1
5053,5053,https://www.bbc.com/tajik/news/2013/02/130203_l16_l31_syria_airsrtike-basharasad.shtml,130203_l16_l31_syria_airsrtike-basharasad,02,2013,news,tajik,l16,l16,syria_airsrtike-basharasad,['https://www.bbc.com/persian/world/2013/02/130203_l31_syria_airsrtike-basharasad#TWEET578486'],1
5054,5054,https://www.bbc.com/tajik/news/2013/02/130203_l16_mgh_afghan_pakistan_talks_london.shtml,130203_l16_mgh_afghan_pakistan_talks_london,02,2013,news,tajik,l16,l16,mgh_afghan_pakistan_talks_london,['https://www.bbc.com/persian/world/2013/02/130203_mgh_afghan_pakistan_talks_london#TWEET577809'],1
5055,5055,https://www.bbc.com/tajik/news/2013/02/130203_l16_mgh_kirkuk_suicide_attack_breaking.shtml,130203_l16_mgh_kirkuk_suicide_attack_breaking,02,2013,news,tajik,l16,l16,mgh_kirkuk_suicide_attack_breaking,['https://www.bbc.com/persian/world/2013/02/130203_mgh_kirkuk_suicide_attack_breaking#TWEET577858'],1
5057,5057,https://www.bbc.com/tajik/news/2013/02/130202_zm_iran_ahmadinejad_defence_fighter.shtml,130202_zm_iran_ahmadinejad_defence_fighter,02,2013,news,tajik,zm,zm,iran_ahmadinejad_defence_fighter,['https://www.bbc.com/persian/iran/2013/02/130202_mgh_iran_ahmadinejad_defence_fighter#TWEET575707'],1
5058,5058,https://www.bbc.com/tajik/news/2013/02/130202_ea_hillary_farewell.shtml,130202_ea_hillary_farewell,02,2013,news,tajik,ea,ea,hillary_farewell,['https://www.bbc.com/persian/world/2013/02/130201_u14_hillary_farewell#TWEET575272'],1
5064,5064,https://www.bbc.com/tajik/news/2013/02/130201_rm_mexico_city_blast.shtml,130201_rm_mexico_city_blast,02,2013,news,tajik,rm,rm,mexico_city_blast,['https://www.bbc.com/persian/world/2013/02/130131_u07_mexico_city_blast#TWEET572651'],1
5069,5069,https://www.bbc.com/tajik/news/2013/01/130131_rm_syria_israel_attack_russia.shtml,130131_rm_syria_israel_attack_russia,01,2013,news,tajik,rm,rm,syria_israel_attack_russia,['https://www.bbc.com/persian/world/2013/01/130131_l03_syria_israel_attack_russia#TWEET569380'],1
